videoId,author,likes,publishedAt,text,text_new,text_new_lower,labelling 1=pro 2=netral 3=kontra
jndkYohvj8g,@NabilaNabila-o1s,0,2025-09-12T03:57:12Z,"Jika tidak di sah kan , berarti menantang RAKYAT untuk perang.....",Jika tidak di sah kan berarti menantang RAKYAT untuk perang,jika tidak di sah kan berarti menantang rakyat untuk perang,1
jndkYohvj8g,@munawarabdulhadi1536,0,2025-09-11T19:25:10Z,Hidup mahasiswa,Hidup mahasiswa,hidup mahasiswa,1
jndkYohvj8g,@node2infamous13,0,2025-09-11T09:23:53Z,Silaturahmi ke rmh ketua DPR,Silaturahmi ke rmh ketua DPR,silaturahmi ke rmh ketua dpr,1
jndkYohvj8g,@Ngajitiaphari,0,2025-09-11T05:36:41Z,Jadikan Nepal kedua,Jadikan Nepal kedua,jadikan nepal kedua,1
jndkYohvj8g,@BahrulIbadillah-d4e,0,2025-09-11T02:32:35Z,Jika koruptor di bisa lenyap dari indonesia negara ini akan rusuh dan ribut terus investor banyak yang kabur dari indonesia pengangguran makin banyak,Jika koruptor di bisa lenyap dari indonesia negara ini akan rusuh dan ribut terus investor banyak yang kabur dari indonesia pengangguran makin banyak,jika koruptor di bisa lenyap dari indonesia negara ini akan rusuh dan ribut terus investor banyak yang kabur dari indonesia pengangguran makin banyak,3
jndkYohvj8g,@juslantaje658,0,2025-09-11T02:10:10Z,"Kembangkan tuntutan kurangi setengah, : jumlah KURSI DPR / MPR DIKURANGI SETENGAH,JUMLAH KOMISARIS BUMN DIKURANGI SETENGAH, JUMLAH DIREKSI BUMN DIKURANGI SETENGAH, JUMLAH MENTERI-MENTERI PRESIDEN DIKURANGI SETENGAH, JUMLAH DINAS-DINAS / SATUAN PERANGKAT DAERAH DIKURANGI SETENGAH,,DANA DESA DIKURANGI SETENGAH..",Kembangkan tuntutan kurangi setengah jumlah KURSI DPR MPR DIKURANGI SETENGAH JUMLAH KOMISARIS BUMN DIKURANGI SETENGAH JUMLAH DIREKSI BUMN DIKURANGI SETENGAH JUMLAH MENTERI MENTERI PRESIDEN DIKURANGI SETENGAH JUMLAH DINAS DINAS SATUAN PERANGKAT DAERAH DIKURANGI SETENGAH DANA DESA DIKURANGI SETENGAH,kembangkan tuntutan kurangi setengah jumlah kursi dpr mpr dikurangi setengah jumlah komisaris bumn dikurangi setengah jumlah direksi bumn dikurangi setengah jumlah menteri menteri presiden dikurangi setengah jumlah dinas dinas satuan perangkat daerah dikurangi setengah dana desa dikurangi setengah,1
jndkYohvj8g,@Wsar-os3ge,0,2025-09-11T01:38:25Z,17 + 8. .. Cmn dijawab 6. Mending diarak tuh seluruh anggota DPR,17+8 Cmn dijawab 6 Mending diarak tuh seluruh anggota DPR,17+8 cmn dijawab 6 mending diarak tuh seluruh anggota dpr,1
jndkYohvj8g,@captainboma2439,0,2025-09-10T16:54:28Z,"Sudah saatnya Revolusi, jgn reformasi, akibatnya koruptor cuman berganti topeng.",Sudah saatnya Revolusi jgn reformasi akibatnya koruptor cuman berganti topeng,sudah saatnya revolusi jgn reformasi akibatnya koruptor cuman berganti topeng,1
jndkYohvj8g,@Tanwir-u8f,0,2025-09-10T11:16:49Z,Menggangu pemerintah yg lagi bekerja gk semua rakyat kok yg setuju,Menggangu pemerintah yg lagi bekerja gk semua rakyat kok yg setuju,menggangu pemerintah yg lagi bekerja gk semua rakyat kok yg setuju,3
jndkYohvj8g,@mhmdfandi1411,0,2025-09-10T03:48:49Z,Rakyat yg mana ada wakili 😂,Rakyat yg mana ada wakili,rakyat yg mana ada wakili,1
jndkYohvj8g,@qutubulaqtab,0,2025-09-10T01:15:48Z,"Rakyat wajib berdaulat. Rakyat yang berkuasa .
Kembalikan kedaulatan rakyat kepada rakyat Indonesia.  Seluruh rakyat Indonesia 
Wajib mengawal apa yang menjadi tuntutan rakyat.  17  8.",Rakyat wajib berdaulat Rakyat yang berkuasa Kembalikan kedaulatan rakyat kepada rakyat Indonesia Seluruh rakyat Indonesia Wajib mengawal apa yang menjadi tuntutan rakyat 17+8,rakyat wajib berdaulat rakyat yang berkuasa kembalikan kedaulatan rakyat kepada rakyat indonesia seluruh rakyat indonesia wajib mengawal apa yang menjadi tuntutan rakyat 17+8,1
jndkYohvj8g,@stefanuslo1267,0,2025-09-10T00:08:19Z,Seluruh pejabat harus dilakukan pembuktian harta dr atas sampai bawah,Seluruh pejabat harus dilakukan pembuktian harta dr atas sampai bawah,seluruh pejabat harus dilakukan pembuktian harta dr atas sampai bawah,1
jndkYohvj8g,@syahronisyahroni7223,0,2025-09-09T22:32:36Z,"Wiranto pikun... DPR dlm rapat bisa semalam salam memutuskan utk kepentingan pribadi dan partai.. 
Masa tuntutan 17+8 nggak bisa dipenuhi... Dungu juga para pejabat Konoha +62",Wiranto pikun DPR dlm rapat bisa semalam salam memutuskan utk kepentingan pribadi dan partai Masa tuntutan 17+8 nggak bisa dipenuhi Dungu juga para pejabat Konoha 62,wiranto pikun dpr dlm rapat bisa semalam salam memutuskan utk kepentingan pribadi dan partai masa tuntutan 17+8 nggak bisa dipenuhi dungu juga para pejabat konoha 62,1
jndkYohvj8g,@syahronisyahroni7223,0,2025-09-09T22:30:28Z,Hanya media kompas yang berani meliput peristiwa demo di Indonesia... Media lain mlempem..penakut dan pelindung wakil Tikus berdasi dan pemerintah zolim,Hanya media kompas yang berani meliput peristiwa demo di Indonesia Media lain mlempem penakut dan pelindung wakil Tikus berdasi dan pemerintah zolim,hanya media kompas yang berani meliput peristiwa demo di indonesia media lain mlempem penakut dan pelindung wakil tikus berdasi dan pemerintah zolim,1
jndkYohvj8g,@RamaSaputra-y1q,0,2025-09-09T18:30:31Z,Semangat🔛🔥 pokoknya kepentingan rakyat harus di penuhi agar tidak menimbulkan demo atau pemberontakan yang harusya tak ada,Semangat pokoknya kepentingan rakyat harus di penuhi agar tidak menimbulkan demo atau pemberontakan yang harusya tak ada,semangat pokoknya kepentingan rakyat harus di penuhi agar tidak menimbulkan demo atau pemberontakan yang harusya tak ada,1
jndkYohvj8g,@SayyidaNadzhira,1,2025-09-09T17:22:09Z,Macam mau ada bakar2an lagi ni..jika RUU tidak segara di sahkan,Macam mau ada bakar2an lagi ni jika RUU tidak segara di sahkan,macam mau ada bakar2an lagi ni jika ruu tidak segara di sahkan,1
jndkYohvj8g,@HayaBusa-w9g,0,2025-09-09T16:56:52Z,Berhenti udah jangan bayar pajak,Berhenti udah jangan bayar pajak,berhenti udah jangan bayar pajak,1
jndkYohvj8g,@Nawia2914,0,2025-09-09T16:29:35Z,Para mahasiswa memang KEREN ❤❤❤....BONGKAR KORUPTOR KELAS MONSTER ..... RAKYAT BERSATU LAWAN PENJAHAT ....MERDEKA ATAU DI JAJAH,Para mahasiswa memang KEREN BONGKAR KORUPTOR KELAS MONSTER RAKYAT BERSATU LAWAN PENJAHAT MERDEKA ATAU DI JAJAH,para mahasiswa memang keren bongkar koruptor kelas monster rakyat bersatu lawan penjahat merdeka atau di jajah,1
jndkYohvj8g,@puter0014,0,2025-09-09T14:44:08Z,"DPR MSH  D PILIH OLEH PARTAI , PERCUMA SAJA  ...  SEHARUSNYA LANGSUNG D PILIH  RAKYAT SECARA  SELEKTIF",DPR MSH D PILIH OLEH PARTAI PERCUMA SAJA SEHARUSNYA LANGSUNG D PILIH RAKYAT SECARA SELEKTIF,dpr msh d pilih oleh partai percuma saja seharusnya langsung d pilih rakyat secara selektif,2
jndkYohvj8g,@rubiyanti8657,0,2025-09-09T13:29:41Z,DEWAN PEMBOHONG RAKYAT ..,DEWAN PEMBOHONG RAKYAT,dewan pembohong rakyat,1
jndkYohvj8g,@Bambang-nf3zn,0,2025-09-09T13:28:05Z,Mana uu perampasan aset itu yg di nanti rakyat,Mana uu perampasan aset itu yg di nanti rakyat,mana uu perampasan aset itu yg di nanti rakyat,1
jndkYohvj8g,@SumiatiSumiati-t9q3b,0,2025-09-09T13:21:06Z,KMI pntng mndur ayo kawan,KMI pntng mndur ayo kawan,kmi pntng mndur ayo kawan,1
jndkYohvj8g,@muhammadazwanibrahim6359,0,2025-09-09T13:17:30Z,Pemerintah kalau masih mau jaga negara harus wajib dengar kan suara rakyat utamakan rakyat... Golongan bawah jng syur sendiri abaikan suara tuntutan rakyat,Pemerintah kalau masih mau jaga negara harus wajib dengar kan suara rakyat utamakan rakyat Golongan bawah jng syur sendiri abaikan suara tuntutan rakyat,pemerintah kalau masih mau jaga negara harus wajib dengar kan suara rakyat utamakan rakyat golongan bawah jng syur sendiri abaikan suara tuntutan rakyat,2
jndkYohvj8g,@EterialNex-b6w,0,2025-09-09T13:00:21Z,"17+ gak gitu penting, yang paling penting adalah bubarkan dpr",17 gak gitu penting yang paling penting adalah bubarkan dpr,17+8 gak gitu penting yang paling penting adalah bubarkan dpr,1
jndkYohvj8g,@ImranDjafar-w6k,0,2025-09-09T13:00:03Z,"Wiranto itu harus di copot juga karena tidak berpihak kepada rakyat Indonesia , namun lebih berpihak kepada DPR",Wiranto itu harus di copot juga karena tidak berpihak kepada rakyat Indonesia namun lebih berpihak kepada DPR,wiranto itu harus di copot juga karena tidak berpihak kepada rakyat indonesia namun lebih berpihak kepada dpr,1
jndkYohvj8g,@faisalrazit6309,0,2025-09-09T11:26:46Z,"Tuntutan Banci.
Yg Paling Bagus
Hukuman MATI utk KORUPTOR",Tuntutan Banci Yg Paling Bagus Hukuman MATI utk KORUPTOR,tuntutan banci yg paling bagus hukuman mati utk koruptor,3
jndkYohvj8g,@TianYokom,0,2025-09-09T10:40:52Z,"MUSTAHIL dpR mau SahKan UU Perampasan Hasil korupsi, karena mereka sendiri salah satu Pelakunya.",MUSTAHIL dpR mau SahKan UU Perampasan Hasil korupsi karena mereka sendiri salah satu Pelakunya,mustahil dpr mau sahkan uu perampasan hasil korupsi karena mereka sendiri salah satu pelakunya,2
jndkYohvj8g,@sigitsugianto7286,0,2025-09-09T09:40:17Z,Klo tidak yang terulang lagi demo lebih parah,Klo tidak yang terulang lagi demo lebih parah,klo tidak yang terulang lagi demo lebih parah,1
jndkYohvj8g,@AminuddinAmy,0,2025-09-09T09:02:28Z,Turunkan gaji DPR seterah Dg PNS ini yg bikin giur org Krn gaji tinggi krinier kerja TDK menyentuh d rakyat bubarkan jika memang TDK bisa gaji rendah,Turunkan gaji DPR seterah Dg PNS ini yg bikin giur org Krn gaji tinggi krinier kerja TDK menyentuh d rakyat bubarkan jika memang TDK bisa gaji rendah,turunkan gaji dpr seterah dg pns ini yg bikin giur org krn gaji tinggi krinier kerja tdk menyentuh d rakyat bubarkan jika memang tdk bisa gaji rendah,1
jndkYohvj8g,@EdwardAtha,0,2025-09-09T08:53:28Z,Demo deui weh...ari karitu wae mah...mendingan di bubarkeun....nahasih..,Demo deui weh ari karitu wae mah mendingan di bubarkeun nahasih,demo deui weh ari karitu wae mah mendingan di bubarkeun nahasih,3
jndkYohvj8g,@HardianSah-c6z1n,0,2025-09-09T08:03:37Z,Subhanallaah Alhamdulillaah...semoga kita sadar.dari niat yakin dan percaya hanya  pd Allaah saja.pasti kita akan selamat.semua akan menang.amin.turun harga makanan dan bebas pajak.,Subhanallaah Alhamdulillaah semoga kita sadar dari niat yakin dan percaya hanya pd Allaah saja pasti kita akan selamat semua akan menang amin turun harga makanan dan bebas pajak,subhanallaah alhamdulillaah semoga kita sadar dari niat yakin dan percaya hanya pd allaah saja pasti kita akan selamat semua akan menang amin turun harga makanan dan bebas pajak,2
jndkYohvj8g,@ariearies5126,0,2025-09-09T07:41:35Z,Mari Ramaikan Lagi,Mari Ramaikan Lagi,mari ramaikan lagi,1
jndkYohvj8g,@hitroad8794,0,2025-09-09T04:14:16Z,sita aset koruptor miskin kan,sita aset koruptor miskin kan,sita aset koruptor miskin kan,1
jndkYohvj8g,@kokppoimp3259,0,2025-09-09T02:28:51Z,"NEGARA MAJU BERAWAL DARI HUKUM NYA YG TEGAS BAGI KORUPTOR DAN KEJAHATAN YG LAINNYA,,,KALI TIDAK PASTI NEGARA JALAN DITEMPAT ,,,GAK BAKAL BUSA MAJU SPERTI NEGARA LAIN ,,, 🧐😤👎",NEGARA MAJU BERAWAL DARI HUKUM NYA YG TEGAS BAGI KORUPTOR DAN KEJAHATAN YG LAINNYA KALI TIDAK PASTI NEGARA JALAN DITEMPAT GAK BAKAL BUSA MAJU SPERTI NEGARA LAIN,negara maju berawal dari hukum nya yg tegas bagi koruptor dan kejahatan yg lainnya kali tidak pasti negara jalan ditempat gak bakal busa maju sperti negara lain,1
jndkYohvj8g,@RudyLiem-s6k,0,2025-09-09T00:57:37Z,"pesimis dengan DPR, kelihatan sekali anggota DPR mengulur ulur waktu hingga tuntutan akhirnya diacuhkan. percaya deh, selama DPR di isi koruptor maka tuntutan apapun pasti jatuhnya ke tong sampah mereka.",pesimis dengan DPR kelihatan sekali anggota DPR mengulur ulur waktu hingga tuntutan akhirnya diacuhkan percaya deh selama DPR di isi koruptor maka tuntutan apapun pasti jatuhnya ke tong sampah mereka,pesimis dengan dpr kelihatan sekali anggota dpr mengulur ulur waktu hingga tuntutan akhirnya diacuhkan percaya deh selama dpr di isi koruptor maka tuntutan apapun pasti jatuhnya ke tong sampah mereka,1
jndkYohvj8g,@agussoejono4761,0,2025-09-09T00:14:48Z,APA ALASANNYA WIRANTO PELANGGAR HAM INI TIDAK BISA SEGERA DIREALISASIKAN 17+8 TUNTUAN INI GAK ADA ITIKAD BAIKMEMANG PENGUASA ZOLIM INI MURNI SUARA RAKYAT GAK ADA YANG MENUNGGANGI DAN MENDANAI YG ADA OKNUM MEMANFAATKAN SITUASI INI. HATI HATI SAUDARA JIKA ADA PROVOKATOR ATAU MEMULAI BERBUAT ANARKHIS ITU ADALAH PIHAK PIHAK PENGECUT YG MEMFITNAH RAKYAT JADI RICUH,APA ALASANNYA WIRANTO PELANGGAR HAM INI TIDAK BISA SEGERA DIREALISASIKAN 17+8 TUNTUAN INI GAK ADA ITIKAD BAIKMEMANG PENGUASA ZOLIM INI MURNI SUARA RAKYAT GAK ADA YANG MENUNGGANGI DAN MENDANAI YG ADA OKNUM MEMANFAATKAN SITUASI INI HATI HATI SAUDARA JIKA ADA PROVOKATOR ATAU MEMULAI BERBUAT ANARKHIS ITU ADALAH PIHAK PIHAK PENGECUT YG MEMFITNAH RAKYAT JADI RICUH,apa alasannya wiranto pelanggar ham ini tidak bisa segera direalisasikan 17+8 tuntuan ini gak ada itikad baikmemang penguasa zolim ini murni suara rakyat gak ada yang menunggangi dan mendanai yg ada oknum memanfaatkan situasi ini hati hati saudara jika ada provokator atau memulai berbuat anarkhis itu adalah pihak pihak pengecut yg memfitnah rakyat jadi ricuh,1
jndkYohvj8g,@waluyouyo4550,0,2025-09-08T22:52:01Z,Rakyat versatu kawal tuntuntan rakyat.,Rakyat versatu kawal tuntuntan rakyat,rakyat versatu kawal tuntuntan rakyat,1
jndkYohvj8g,@ValenGloria,1,2025-09-08T19:42:27Z,demo lgi,demo lgi,demo lgi,3
jndkYohvj8g,@insanPenuhdosa-k7l,0,2025-09-08T19:08:45Z,Jika hnya ruu perampasan aset aja yg di Sahkan kurasa masih kurang sahkan uga hukuman mati biar koruptor gak bisa mengalihkan hasil korupsi x ke keluarga x.,Jika hnya ruu perampasan aset aja yg di Sahkan kurasa masih kurang sahkan uga hukuman mati biar koruptor gak bisa mengalihkan hasil korupsi x ke keluarga x,jika hnya ruu perampasan aset aja yg di sahkan kurasa masih kurang sahkan uga hukuman mati biar koruptor gak bisa mengalihkan hasil korupsi x ke keluarga x,2
jndkYohvj8g,@BinyoBae,0,2025-09-08T19:00:45Z,"Tuntutan macam apa itu tni berada di posisi itu, tugas tni menjaga perbatasan,kacau tu orang yang bikin tuntutan kayak gitu, kalau yang lain gua setuju",Tuntutan macam apa itu tni berada di posisi itu tugas tni menjaga perbatasan kacau tu orang yang bikin tuntutan kayak gitu kalau yang lain gua setuju,tuntutan macam apa itu tni berada di posisi itu tugas tni menjaga perbatasan kacau tu orang yang bikin tuntutan kayak gitu kalau yang lain gua setuju,2
jndkYohvj8g,@UusKusnadi-s5h,0,2025-09-08T16:04:11Z,Maju terus jangan dikasih kendor,Maju terus jangan dikasih kendor,maju terus jangan dikasih kendor,1
jndkYohvj8g,@YusufEfendi-i9c,1,2025-09-08T13:37:09Z,Suara Rakyat suara Tuhan.,Suara Rakyat suara Tuhan,suara rakyat suara tuhan,1
jndkYohvj8g,@AlimsitumorangGp,0,2025-09-08T13:20:50Z,DPR Harus Bubar,DPR Harus Bubar,dpr harus bubar,1
jndkYohvj8g,@AbuHanifa-z2u,0,2025-09-08T13:00:27Z,Mana suaranya Ulama..kok bungkam kasik solusi dong ❤❤❤❤❤❤❤❤❤,Mana suaranya Ulama kok bungkam kasik solusi dong,mana suaranya ulama kok bungkam kasik solusi dong,2
jndkYohvj8g,@winartoerwin6117,0,2025-09-08T12:56:22Z,"Bila tidak di penuhi , rakyat Indonesia akan turun kejalan semua . ( Perang dgn DPR RI g masalah , demi menerangi KEZOLIMAN para oknum2 koroptor di Indonesia ini )",Bila tidak di penuhi rakyat Indonesia akan turun kejalan semua Perang dgn DPR RI g masalah demi menerangi KEZOLIMAN para oknum2 koroptor di Indonesia ini,bila tidak di penuhi rakyat indonesia akan turun kejalan semua perang dgn dpr ri g masalah demi menerangi kezoliman para oknum2 koroptor di indonesia ini,1
jndkYohvj8g,@AccountCoc-mt6mt,1,2025-09-08T12:56:07Z,"kok sepertinya tututan demo nya sudah disetir ya. Buruknya mental dan kualitas pejabat negeri ini terjadi karena sifat ""TAMAK"" yang didasari karena tiadanya rasa takut untuk berlaku kotor. maka, untuk meng_akhiri itu semua tiada yang lebih efektif selain #HUKUM MATI KORUPTOR dan #UU PERAMPASAN ASET atau #BUBARKAN DPR.!!! bagaimana bisa tuntutan PRIORITAS malah dijadikan tuntutan tambahan dan jangka panjang. sepertinya para MAHASEWA ini sedang menjalankan lakon nya(suara sewaan). saya meyakini jika 2 perkara ini tegak berjalan(#HUKUM MATI KORUPTOR, #UU PERAMPASAN ASET). secara otomatis akan mempengaruhi(baik) kinerja pejabat publik,pasar dan juga ekonomi industri.  untuk apa tuntutan bahkan TNI KEMBALI KEBARAK??? apakah supaya terbuka celah untuk para provokator bangsa bebas menghasut dan memecah belah??? sangat sangat tidak relevan dengan kondisi yang sedang diperjuangkan. maka sekali lagi...tidak ada yang lebih menakutkan bagi para ANJING ANJING TAMAK(PEJABAT KORUP) melainkan MISKIN dan DIMATIKAN. #JAYALAH INDONESIAKU✊✊✊🔥🔥🔥. #HUKUM MATI KORUPTOR, #TEGAKAN UU PERAMPASAN ASET KORUPTOR atau #BUBARKAN DPR!!!!✊✊🔥🔥🔥",kok sepertinya tututan demo nya sudah disetir ya Buruknya mental dan kualitas pejabat negeri ini terjadi karena sifat TAMAK yang didasari karena tiadanya rasa takut untuk berlaku kotor maka untuk meng akhiri itu semua tiada yang lebih efektif selain HUKUM MATI KORUPTOR dan UU PERAMPASAN ASET atau BUBARKAN DPR bagaimana bisa tuntutan PRIORITAS malah dijadikan tuntutan tambahan dan jangka panjang sepertinya para MAHASEWA ini sedang menjalankan lakon nya suara sewaan saya meyakini jika 2 perkara ini tegak berjalan HUKUM MATI KORUPTOR UU PERAMPASAN ASET secara otomatis akan mempengaruhi baik kinerja pejabat publik pasar dan juga ekonomi industri untuk apa tuntutan bahkan TNI KEMBALI KEBARAK apakah supaya terbuka celah untuk para provokator bangsa bebas menghasut dan memecah belah sangat sangat tidak relevan dengan kondisi yang sedang diperjuangkan maka sekali lagi tidak ada yang lebih menakutkan bagi para ANJING ANJING TAMAK PEJABAT KORUP melainkan MISKIN dan DIMATIKAN JAYALAH INDONESIAKU HUKUM MATI KORUPTOR TEGAKAN UU PERAMPASAN ASET KORUPTOR atau BUBARKAN DPR,kok sepertinya tututan demo nya sudah disetir ya buruknya mental dan kualitas pejabat negeri ini terjadi karena sifat tamak yang didasari karena tiadanya rasa takut untuk berlaku kotor maka untuk meng akhiri itu semua tiada yang lebih efektif selain hukum mati koruptor dan uu perampasan aset atau bubarkan dpr bagaimana bisa tuntutan prioritas malah dijadikan tuntutan tambahan dan jangka panjang sepertinya para mahasewa ini sedang menjalankan lakon nya suara sewaan saya meyakini jika 2 perkara ini tegak berjalan hukum mati koruptor uu perampasan aset secara otomatis akan mempengaruhi baik kinerja pejabat publik pasar dan juga ekonomi industri untuk apa tuntutan bahkan tni kembali kebarak apakah supaya terbuka celah untuk para provokator bangsa bebas menghasut dan memecah belah sangat sangat tidak relevan dengan kondisi yang sedang diperjuangkan maka sekali lagi tidak ada yang lebih menakutkan bagi para anjing anjing tamak pejabat korup melainkan miskin dan dimatikan jayalah indonesiaku hukum mati koruptor tegakan uu perampasan aset koruptor atau bubarkan dpr,3
jndkYohvj8g,@JajangWahyudin-y8x,0,2025-09-08T10:54:59Z,"Ha ha ha pertanda ,,,alam pajajaran akan segera bangkit ,,,maju truuuus,,,, runtuhkan keserakahan,,, ha ha ha haaaaa,,",Ha ha ha pertanda alam pajajaran akan segera bangkit maju truuuus runtuhkan keserakahan ha ha ha haaaaa,ha ha ha pertanda alam pajajaran akan segera bangkit maju truuuus runtuhkan keserakahan ha ha ha haaaaa,1
jndkYohvj8g,@nyomanwidnyana8040,0,2025-09-08T10:32:45Z,Kejar teruss..adik adik mahasiswa dan masyarakat kita melawan untuk nasib orang banyak  kasian rakyat pada menjerit hanya sekdar sesuap nasi sedang pejabat dan DPR nya enak enak diatas penderitaan kita...,Kejar teruss adik adik mahasiswa dan masyarakat kita melawan untuk nasib orang banyak kasian rakyat pada menjerit hanya sekdar sesuap nasi sedang pejabat dan DPR nya enak enak diatas penderitaan kita,kejar teruss adik adik mahasiswa dan masyarakat kita melawan untuk nasib orang banyak kasian rakyat pada menjerit hanya sekdar sesuap nasi sedang pejabat dan dpr nya enak enak diatas penderitaan kita,1
jndkYohvj8g,@dbasuni7165,0,2025-09-08T10:23:12Z,Pasti DPR ngedableg.. karena mereka Perwakilan Partai.. kalau di Sahkan Semua sama aja Bunuh diri.. Semuanya bermasalah..,Pasti DPR ngedableg karena mereka Perwakilan Partai kalau di Sahkan Semua sama aja Bunuh diri Semuanya bermasalah,pasti dpr ngedableg karena mereka perwakilan partai kalau di sahkan semua sama aja bunuh diri semuanya bermasalah,1
jndkYohvj8g,@susiloadi5739,0,2025-09-08T10:09:53Z,Seharusnya presiden memenuhi kunjungan di negeri cina itu tidak sekedar undangan tapi belajar memimpin bangsa dari presiden Xing Phing cara mengelola negara yg benar dan terapkan di Indonesia kapan lagi kita mengharapkan dari presiden Prabowo dari kopasus .,Seharusnya presiden memenuhi kunjungan di negeri cina itu tidak sekedar undangan tapi belajar memimpin bangsa dari presiden Xing Phing cara mengelola negara yg benar dan terapkan di Indonesia kapan lagi kita mengharapkan dari presiden Prabowo dari kopasus,seharusnya presiden memenuhi kunjungan di negeri cina itu tidak sekedar undangan tapi belajar memimpin bangsa dari presiden xing phing cara mengelola negara yg benar dan terapkan di indonesia kapan lagi kita mengharapkan dari presiden prabowo dari kopasus,2
jndkYohvj8g,@SubuhCahyo,0,2025-09-08T10:07:33Z,Bubarkan SJ dpt.......nambah anggaran nanti tetap dikorupsi LG ...kl tegas pemerintah DM rakyat kecil siapkan peti mati yg korup NKRI jaya raya surga dunia kaya raya❤,Bubarkan SJ dpt nambah anggaran nanti tetap dikorupsi LG kl tegas pemerintah DM rakyat kecil siapkan peti mati yg korup NKRI jaya raya surga dunia kaya raya,bubarkan sj dpt nambah anggaran nanti tetap dikorupsi lg kl tegas pemerintah dm rakyat kecil siapkan peti mati yg korup nkri jaya raya surga dunia kaya raya,1
jndkYohvj8g,@mahfudthok5262,0,2025-09-08T10:06:41Z,"Bakalan ada demo lebih besar dan mungkin menyasar langsung rumah "" pejabat secara besar besaran.",Bakalan ada demo lebih besar dan mungkin menyasar langsung rumah pejabat secara besar besaran,bakalan ada demo lebih besar dan mungkin menyasar langsung rumah pejabat secara besar besaran,2
